aroma,body,flavor,roast_level,origin,est_price,rating
9.0,8.0,9.0,Medium-Light,"Murutra, Kayanza Province, Burundi",$18.20/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Musasa, Rwanda",$16.25/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$19.95/6 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Ka’u, Big Island of Hawai’i",$33.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $300/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Boneza, Rwanda",$16.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Valle de Cauca, Colombia",$19.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"South Kivu, Democratic Republic of the Congo",$20.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Bench-Maji Zone, southern Ethiopia",$30.00/8 ounces,94.0
9.0,9.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia",$18.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Caranavi, Bolivia",$20.00/12 ounces,93.0
9.0,8.0,9.0,Medium,"Captain Cook, North Kona growing district, “Big Island” of Hawaii",$33.00/8 ounces,92.0
9.0,9.0,9.0,Medium-Light,"North Kona growing district, “Big Island” of Hawaii",$33.00/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",$18.75/12 ounces,93.0
9.0,8.0,9.0,,"Boquete growing region, western Panama",£50.00/10 capsules,94.0
9.0,9.0,9.0,Medium-Light,"Antigua growing region, Guatemala",$17.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Inza, Cauca Department, Colombia",$18.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",$18.75/12 ounces,96.0
9.0,9.0,10.0,Medium-Light,"North Kona growing district, “Big Island” of Hawaii",$38.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$25.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Valle del Cauca growing region, Colombia",$30.00/6 ounces,94.0
8.0,8.0,8.0,Medium,Brazil; Guatemala; Ethiopia; Indonesia,NT $300/220 grams,90.0
8.0,9.0,9.0,Medium,"Ahuachapan, El Salvador",$17.95/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",$18.25/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,Central Rwanda,$16.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Democratic Republic of the Congo,$20.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Southern Ethiopia",$18.00/12 ounces,93.0
8.0,8.0,8.0,Medium-Light,"Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",$20.00/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,"Tlaltetela, Veracruz, Mexico",$17.00/150 grams,93.0
9.0,8.0,9.0,Medium-Light,"Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",$18.00/12 ounces,93.0
9.0,8.0,9.0,Light,"Huila, Colombia",$23.00/6 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Sumatra, Indonesia",$18.00/12 ounces,93.0
8.0,8.0,9.0,Medium-Light,"Thiotte, Haiti",$15.00/8 ounces,90.0
8.0,8.0,9.0,Medium,"Bungoma region, western Kenya",$19.00/12 ounces,92.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, southern Ethiopia",$20.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $290/8 ounces,94.0
9.0,9.0,10.0,Medium-Light,"Nyeri growing region, south-central Kenya",NT $400/8 ounces,96.0
8.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$16.00/12 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Kirinyaga, Kenya",$21.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Tolima, Colombia",$24.99/10 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$24.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$22.00/12 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Huehuetenango Department, Guatemala",$21.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Tecapa Chinameca growing region, El Salvador",$18.00/12 ounces,93.0
9.0,8.0,9.0,Light,"Alotepec-Metapan region, El Salvador",$22.99/12 ounces,92.0
9.0,8.0,9.0,Light,"Chaguites, Honduras",$25.00/6 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Ka’u growing region, Big island of Hawai’i",$15.00/4 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Nueva Segovia, Nicaragua",$12.95/6 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Buenos Aires, Comayagua, Honduras",$19.00/12 ounces,92.0
9.0,9.0,9.0,Light,"Boquete, Panama",NT $2500/100 grams,94.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$12.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Kirinyaga District, south-central Kenya",$23.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Kirinyaga District, south-central Kenya",NT $500/200 grams,94.0
9.0,9.0,9.0,Medium-Light,"Kirinyaga District, south-central Kenya",CAD $22.00/225 grams,94.0
9.0,9.0,9.0,Medium-Light,"Cundinamarca, Colombia",US $20.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Puna growing region, Big Island of Hawai’i",$19.95/4 ounces,94.0
9.0,9.0,9.0,Light,"Suchitan, Guatemala",$19.95/4 ounces,95.0
9.0,8.0,9.0,Medium,"Fraijanes growing region, Guatemala",$13.00/10 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Cobán growing region, Alta Verapaz, Guatemala",$13.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$25.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$25.00/12 ounces,94.0
8.0,8.0,9.0,Medium,"Djimma, Ethiopia",$10.00/12 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$39.95/8 ounces,94.0
10.0,9.0,10.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$74.95/8 ounces,96.0
10.0,9.0,10.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$35.00/8 ounces,97.0
9.0,9.0,9.0,Medium-Light,Kenya,NT $330/200 grams,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$19.95/12 ounces,95.0
9.0,9.0,10.0,Medium-Light,"Boquete growing region, western Panama",NT $1200/4 ounces,96.0
9.0,9.0,9.0,Medium-Light,"North Kona growing district, “Big Island” of Hawai’i",$75.00/16 ounces,93.0
9.0,9.0,9.0,Medium,"North Kona growing district, “Big Island” of Hawai’i",$65.00/16 ounces,93.0
8.0,8.0,9.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$21.00/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Tolima Department, Colombia",$15.00/12 ounces,92.0
8.0,8.0,9.0,Medium,Brazil; Ethiopia; Costa Rica,$16.50/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Villa Rica, Oxampampa, Pasco Department, Peru",$15.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Ka’u growing region, Big Island of Hawai’i",$19.95/4 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Cajamarca, Peru",$22.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Guji Zone, southern Ethiopia",$24.95/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$23.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$18.95/12 ounces,94.0
7.0,7.0,8.0,Medium-Dark,"Central Plateau, Blue Pine Forest, Haiti",$21.00/12 ounces,86.0
9.0,8.0,9.0,Light,"San Cristobal Acasaguastlán, El Progreso Department, Guatemala","NT $1,000/200 grams",93.0
8.0,8.0,8.0,Medium,"Central Plateau, Blue Pine Forest, Haiti",$20.00/12 ounces,88.0
9.0,9.0,9.0,Medium-Light,"Northern Province, Rulindo District, Rwanda",$20.00/12 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$28.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $310/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Ka’u growing region, Big Island of Hawai'i",$33.00/10 ounces,94.0
9.0,8.0,9.0,Light,"Chinas, San Agustín, Huila, Colombia",$18.65/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Cauca, Colombia",NT $600/230 grams,93.0
9.0,9.0,9.0,Medium-Light,"Huila, Colombia",$18.95/16 ounces,93.0
9.0,9.0,9.0,Light,"Tolima Department, Colombia",NT $620/8 ounces,94.0
9.0,9.0,9.0,Medium,"Puno, Sandia Valley, Peru",$19.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Oromia growing region, southern Ethiopia",$19.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, south-central Ethiopia",$19.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,South-central Kenya,$22.50/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,Haiti; Ethiopia,$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Sidama (also Sidamo) growing region, southern Ethiopia",$20.50/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,Papua New Guinea; Colombia,$15.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"La Fundadora, Jinotega, Nicaragua",$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$12.99/10 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Cusco, Peru",$27.00/8 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia region, southern Ethiopia",NT $400/227 grams,91.0
9.0,9.0,9.0,Light,"South Kivu Province, Democratic Republic of the Congo",$21.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Cauca Department, Colombia",$14.20/12.64 ounces,92.0
8.0,8.0,9.0,Medium-Light,"Cauca Department, Colombia",$14.20/12.64 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Central Valley, Costa Rica",NT $270/8 ounces,94.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, southern Ethiopia",$16.00/230 grams,94.0
8.0,8.0,9.0,Medium-Light,"Sipi Falls, Bugisu Region, Uganda",$20.00/12 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Ka'u District, Big Island of Hawai’i",$47.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"El Soccoro, Honduras",$16.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Marcala, La Paz Department, Honduras",$18.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Kiambu growing region, south-central Kenya",$18.50/16 ounces,93.0
9.0,9.0,9.0,Medium-Light,"El Guarco, Cartago Province, Costa Rica",$29.95/12 ounces,93.0
8.0,8.0,8.0,Medium,"Renacimiento District, Chiriquí Province, Panama",$12.99/11 ounces,88.0
9.0,8.0,9.0,Light,"Sidama (also Sidamo) growing region, southern Ethiopia",NT $450/227 grams,92.0
8.0,9.0,9.0,Medium-Light,Ethiopia; Nicaragua; Guatemala,NT $450/8 ounces,93.0
9.0,8.0,9.0,Light,"Oromia growing region, southern Ethiopia",NT $600/225 grams,93.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",NT $400/8 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Tolima, Colombia",$20.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,Colombia; Guatemala,NT $400/227 grams,93.0
9.0,9.0,9.0,Medium-Light,"Yirgachefffe growing region, southern Ethiopia",NT $450/227 grams,94.0
9.0,8.0,9.0,Medium-Light,"Cauca Department, Colombia",$30.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Pasto, Nariño Department, Colombia",$20.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Veracruz, Mexico",NT $450/225 grams,93.0
8.0,9.0,8.0,Medium,Peru; Ethiopia,$19.50/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Urrao, Antioquia Department, Colombia",$18.00/8 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Risaralda, Colombia",$24.75/12 ounces,90.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, Ethiopia",NT $325/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Alishan, Chia-Yi, Taiwan",NT $700/4 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Uraga District, Guji Zone, Ethiopia",$20.49/12 ounces,95.0
9.0,9.0,10.0,Medium-Light,"Sidama Zone, Oromia Region, Ethiopia",NT $290/8 ounces,96.0
9.0,9.0,9.0,Medium,El Salvador; Guatemala,$15.95/12 ounces,93.0
9.0,8.0,9.0,Medium,Colombia; El Salvador; Ethiopia,$16.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"San Isidro, Acevedo, Huila, Colombia",$20.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Aceh Province, Sumatra, Indonesia",$17.90/12 ounces,94.0
9.0,8.0,9.0,,Colombia; Guatemala,$25.00/six 12-ounce cans,92.0
8.0,8.0,9.0,,Guatemala; Ethiopia,$4.25/12-ounce bottle,93.0
9.0,8.0,9.0,,Ethiopia; Brazil,$14.00/four 8-ounce cans,93.0
9.0,8.0,9.0,,Kenya,$4.00/12-ounce bottle,93.0
9.0,9.0,9.0,Medium-Light,"Aratoca, Santander Department, Colombia",$18.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Hambela Woreda, Ethiopia",NT $350/227 grams,94.0
9.0,9.0,9.0,Light,"Kabiufa, Eastern Highlands, Papua New Guinea",$16.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,Brazil; Papua New Guinea; Indonesia,HKD $118/200 grams,93.0
9.0,8.0,9.0,Medium-Light,"Jaramillo, Boquete growing region, Panama",$40.00/8 ounces,92.0
9.0,9.0,9.0,Light,"Ngorongoro, Tanzania",$74.95/4 ounces,95.0
9.0,9.0,9.0,Medium-Light,Colombia,$24.99/12 ounces,93.0
8.0,9.0,8.0,Medium,Brazil; Ethiopia; Colombia,$16.50/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, Kenya",$22.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Sa’dah Governorate, Yemen",$39.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Antigua growing region, Guatemala",$20.50/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$20.50/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Ahuachapan, El Salvador",$17.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Gichugu Division, Kirinyaga County, central Kenya",$24.00/12 ounces,95.0
9.0,8.0,9.0,Medium,Peru,$20.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Santa Elena Province, Ecuador",$18.95/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"El Progresso, Sierra de las Minas, eastern Guatemala",NT $1200/225 grams,93.0
9.0,9.0,9.0,Medium-Light,"La Libertad, Huehuetenango Department, Guatemala",$19.00/6 ounces,93.0
9.0,9.0,9.0,Medium-Light,"San Juan La Laguna, Lake Atitlan, Guatemala",$21.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"San Cristobal Acasaguastlán, El Progreso, Sierra de las Minas, Guatemala",NT $600/100 grams,96.0
9.0,9.0,9.0,Medium-Light,"Calzontes Arriba, Santa Ana Department, El Salvador",$20.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Nyeri County, Kenya",$23.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Boquete growing region, western Panama",$80.00/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Murang'a County, central Kenya",$24.00/12 ounces,92.0
9.0,8.0,8.0,Medium,"Holualoa, North Kona, Big Island of Hawai’i",$35.00/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,"Holualoa, North Kona, Big Island of Hawai’i",$35.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Nicaragua,NT $450/8 ounces,92.0
8.0,8.0,9.0,,Colombia; Guatemala; Ethiopia; Brazil,NT $280/10 capsules,92.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$13.95/12 ounces,92.0
8.0,9.0,9.0,Medium,"Java, Flores and Sumatra, Indonesia",$14.99/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Ethiopia",NT $450/115 grams,93.0
9.0,9.0,9.0,Medium-Light,"Boquete growing region, western Panama",$30.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $280/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Acatenango growing region, Guatemala",NT $225/8 ounces,94.0
9.0,9.0,9.0,Light,"La Libertad, Huehuetenango Department, Guatemala",NT $600/4 ounces,95.0
8.0,8.0,9.0,Medium,Brazil; Honduras; Yemen,$15.00/12 ounces,91.0
9.0,9.0,9.0,Light,"Huehuetenango Department, Guatemala",NT $1000/200 grams,94.0
9.0,9.0,9.0,Medium-Light,"Pasco Department, Villa Rica, Peru",NT $800/100 grams,94.0
9.0,9.0,9.0,Medium-Light,"Cundinamarca Department, central Colombia",$40.00/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Ngorongoro, Tanzania",$120.00/6 ounces,95.0
9.0,9.0,10.0,Light,"Sidamo (also Sidama) growing region, south-central Ethiopia",$145.00/4 ounces,96.0
10.0,9.0,10.0,Medium-Light,"Boquete growing region, western Panama",$150.00/4 ounces,97.0
9.0,9.0,10.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$49.95/8 ounces,96.0
8.0,8.0,8.0,Medium-Light,"Llano Bonito de Narajo, Alajuela Province, Costa Rica",$21.00/12 ounces,88.0
8.0,8.0,8.0,Medium-Light,"Concepción Huista, Huehuetenango Department, Guatemala",$15.00/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",$16.00/250 grams,92.0
9.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",$20.00/12 ounces,92.0
8.0,8.0,9.0,Medium-Light,"Bombe mountains, Sidama Region, southern Ethiopia",$18.50/16 ounces,91.0
9.0,9.0,9.0,Light,"Bench-Maji Zone, Southern Ethiopia",NT $550/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",$12.00/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$12.00/8 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$12.00/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,Kenya,NT $800/16 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Tarrazu, Costa Rica",$26.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Acatenango, Guatemala",$24.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Palencia, Guatemala",$26.00/12 ounces,95.0
8.0,7.0,7.0,Medium-Dark,Not disclosed,$12.25/10.5 ounces,86.0
8.0,8.0,8.0,Medium,Not disclosed,$12.25/10.5 ounces,88.0
9.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia region, southern Ethiopia",NT $550/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Sidama growing region, southern Ethiopia",NA (available in store only),95.0
9.0,9.0,9.0,Medium-Light,"Simalungun, Sumatra, Indonesia",$25.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Bench-Maji Zone, Southern Ethiopia",NT $475/113 grams,95.0
9.0,8.0,9.0,Medium-Light,"Ka’u growing region, Big Island of Hawai’i",$38.50/12 ounces,92.0
8.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Ethiopia",$19.00/12 ounces,93.0
8.0,9.0,9.0,Medium-Light,"Holualoa, North Kona, Big Island of Hawai’i",$45.00/16 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Nyeri County, Kenya",$22.00/12 ounces,94.0
9.0,8.0,9.0,Medium,Ethiopia; Honduras; Brazil,NT $480/400 grams,92.0
9.0,8.0,9.0,Medium-Light,Colombia; Ethiopia,$16.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Nariño Department, Colombia",NT $350/240 grams,93.0
9.0,9.0,9.0,Medium-Light,Apaneca Ilamatepec mountain range,$18.99/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Cantón El Tunel, La Palma, Chalatenango, El Salvador",$24.99/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$49.95/8 ounces,95.0
9.0,8.0,9.0,Medium,"Ka’u growing region, Big Island of Hawai’i",$20.00/4 ounces,92.0
8.0,9.0,8.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$26.00/8 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$42.00/4 ounces,92.0
9.0,9.0,9.0,Light,"Pallatanga, Chimborazo, Ecuador",$18.00/6 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Santa Bárbara, Antioquia Department, Colombia",$24.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Pallatanga, Chimborazo Province, Ecuador",$18.00/8 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Lake Kivu, Democratic Republic of Congo",$20.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",NT $750/227 grams,95.0
7.0,7.0,7.0,Dark,Latin America,$9.98/12 ounces,84.0
8.0,8.0,8.0,Medium-Dark,Americas; Indo-Pacific,$18.20/24 ounces,87.0
8.0,9.0,9.0,Dark,"Sumatra, Indonesia",$12.99/12 ounces,90.0
8.0,8.0,9.0,Medium-Dark,Peru; Honduras; Mexico,$15.00/12 ounces,91.0
9.0,9.0,10.0,Medium-Light,"San Jose de Minas, Pichincha, Ecuador",$140.00/4 ounces,96.0
9.0,8.0,9.0,Medium-Light,"Naranjo, Central Valley, Costa Rica",$24.00/12 ounces,93.0
8.0,9.0,9.0,Medium-Light,"Kayanza Province, northern Burundi",$22.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Kiambu County, Kenya",$23.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Antigua growing region, Guatemala",NT $350/227 grams,93.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $350/227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Brunca growing region, Costa Rica",NT $400/ 227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",NT $350/227 grams,93.0
9.0,9.0,10.0,Light,"Uraga, Guji Zone, Oromia Region, Southern Ethiopia",$18.95/12 ounces,95.0
9.0,9.0,10.0,Light,"Utcubamba Province, Amazonas region, northern Peru",NT $950/227 grams,95.0
9.0,9.0,9.0,Medium-Light,"Tarrazu, Costa Rica",NT $550/227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Mogiana growing region, Sao Paulo State, Brazil",NT $360/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",NT $450/220 grams,94.0
9.0,9.0,9.0,Medium-Light,"Arbegona, Sidama Region, Ethiopia",NT $620/100 grams,94.0
9.0,9.0,9.0,Medium-Light,"Giraldo, Antioquia, Colombia",$18.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Volcán growing region, Chiriquí Province, Panama",HKD $498/105 grams,95.0
9.0,9.0,9.0,Medium-Light,"Caicedonia, Valle de Cauca Department, Colombia",$22.50/10 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$62.95/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Sidama Region, south-central Ethiopia",NT $360/8 ounces,95.0
9.0,9.0,10.0,Medium-Light,"Sidama Region, south-central Ethiopia",$18.45/12 ounces,95.0
9.0,8.0,8.0,Medium,Sumatra; Colombia,$13.99/12 ounces,90.0
8.0,9.0,9.0,Medium-Light,"Chiapas, Mexico",$14.00/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Northern Province, Zambia",$14.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Chiriquí Province, Panama",$14.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Ibarra, Imbabura Province, Ecuador",$25.00/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Kayanza Province, Burundi",$20.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Tolima Department, Colombia",$26.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Kayanza Province, Burundi",$21.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Southern Ethiopia",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Santa Barbara, Antioquia Department, Colombia",$65.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Apaneca-Ilamatepec growing region, El Salvador",$18.65/12 ounces,95.0
9.0,9.0,9.0,Medium,El Salvador; Costa Rica,$17.50/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Boquete growing region, Panama",NT $1250/60 grams,95.0
8.0,9.0,9.0,Medium,Ethiopia; Sumatra,$18.99/16 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Apaneca-Ilamatepec, El Salvador",$14.00/230 grams,94.0
8.0,8.0,9.0,Medium-Light,Sumatra; Colombia,NT $500/227 grams,91.0
9.0,9.0,9.0,Medium-Light,"Eastern Highlands, Papua New Guinea",$22.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Bombe Village, Bensa District, Sidamo growing region, Ethiopia",NT $650/225 grams,93.0
9.0,9.0,9.0,Medium-Light,"Mirado Village, Bensa District, Sidama Zone, Ethiopia",$13.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Kochere District, Gedeo Zone, Ethiopia",NT $400/16 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",NT $600/227 grams,95.0
9.0,9.0,9.0,Medium-Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",$20.00/12 ounces,94.0
8.0,9.0,8.0,Medium-Light,Ethiopia; Guatemala; Colombia; Brazil,NT $165/8 ounces,92.0
9.0,8.0,9.0,Light,"Kochere District, Gedeo Zone, Ethiopia",NT $275/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Chiapas, Mexico",$22.00/12 ounces,93.0
9.0,8.0,9.0,Light,"Las Margaritas, Chiapas State, Mexico",NT $850/240 grams,93.0
